Signe_FR;Signe_UE;ID_CATEGORIE_PRODUIT;Catégorie;ID_TYPE_PRODUIT;Classe_UE;SECTEUR;id_appellation;Appellation;id_denomination_geo;Dénomination;Produit;IdProduit;pro_etat;Lib_etat;CVI;Référence;Comité_National;Comité_Régional;Site_INAO;Délégation_Territoriale
"AOC -";"AOP -";3;"Vin de sélection de grains nobles";2;Vins;VITICOLE;1236;"Alsace grand cru Zinnkoepfle";52;"Alsace grand cru Zinnkoepfle";"Alsace grand cru Zinnkoepfle sélection de grains nobles Muscat Ottonel";11990;2;Publié;1B050D10;;CNV;"ALSACE ET EST";Colmar;"1 Nord-Est"
"AOC -";"AOP -";3;"Vin de sélection de grains nobles";2;Vins;VITICOLE;1236;"Alsace grand cru Zinnkoepfle";52;"Alsace grand cru Zinnkoepfle";"Alsace grand cru Zinnkoepfle sélection de grains nobles Pinot gris";11991;2;Publié;1B050D13;;CNV;"ALSACE ET EST";Colmar;"1 Nord-Est"
"AOC -";"AOP -";3;"Vin de sélection de grains nobles";2;Vins;VITICOLE;1236;"Alsace grand cru Zinnkoepfle";52;"Alsace grand cru Zinnkoepfle";"Alsace grand cru Zinnkoepfle sélection de grains nobles Riesling";11992;2;Publié;1B050D14;;CNV;"ALSACE ET EST";Colmar;"1 Nord-Est"
"AOC -";"AOP -";3;"Vin de sélection de grains nobles";2;Vins;VITICOLE;1237;"Alsace grand cru Zotzenberg";53;"Alsace grand cru Zotzenberg";"Alsace grand cru Zotzenberg sélection de grains nobles Gewurztraminer";12001;2;Publié;1B051D11;;CNV;"ALSACE ET EST";Colmar;"1 Nord-Est"
"AOC -";"AOP -";3;"Vin de sélection de grains nobles";2;Vins;VITICOLE;1237;"Alsace grand cru Zotzenberg";53;"Alsace grand cru Zotzenberg";"Alsace grand cru Zotzenberg sélection de grains nobles Pinot gris";12002;2;Publié;1B051D13;;CNV;"ALSACE ET EST";Colmar;"1 Nord-Est"
"AOC -";"AOP -";3;"Vin de sélection de grains nobles";2;Vins;VITICOLE;1237;"Alsace grand cru Zotzenberg";53;"Alsace grand cru Zotzenberg";"Alsace grand cru Zotzenberg sélection de grains nobles Riesling";12003;2;Publié;1B051D14;;CNV;"ALSACE ET EST";Colmar;"1 Nord-Est"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;8;Barsac;60;Barsac;Barsac;8022;2;Publié;1B100L;;CNV;SUD-OUEST;Bordeaux;"5 Aquitaine - Poitou-Charentes"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;20;Cadillac;76;Cadillac;Cadillac;14906;2;Publié;1B110L;;CNV;SUD-OUEST;Bordeaux;"5 Aquitaine - Poitou-Charentes"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;23;Cérons;79;Cérons;Cérons;9198;2;Publié;1B113L;;CNV;SUD-OUEST;Bordeaux;"5 Aquitaine - Poitou-Charentes"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;25;"Côtes de Bordeaux-Saint-Macaire";81;"Côtes de Bordeaux-Saint-Macaire";"Côtes de Bordeaux-Saint-Macaire liquoreux";14918;2;Publié;1B115L;;CNV;SUD-OUEST;Bordeaux;"5 Aquitaine - Poitou-Charentes"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;42;Jurançon;101;Jurançon;Jurançon;9030;2;Publié;1B135L;;CNV;TOULOUSE-PYRENEES;Pau;"5 Aquitaine - Poitou-Charentes"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;46;Loupiac;105;Loupiac;Loupiac;8307;2;Publié;1B138L;;CNV;SUD-OUEST;Bordeaux;"5 Aquitaine - Poitou-Charentes"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;49;"Pacherenc du Vic-Bilh";108;"Pacherenc du Vic-Bilh";"Pacherenc du Vic-Bilh";14579;2;Publié;1B166L;;CNV;TOULOUSE-PYRENEES;Pau;"5 Aquitaine - Poitou-Charentes"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;72;Sainte-Croix-du-Mont;169;Sainte-Croix-du-Mont;Sainte-Croix-du-Mont;8210;2;Publié;1B161L;;CNV;SUD-OUEST;Bordeaux;"5 Aquitaine - Poitou-Charentes"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;75;Sauternes;172;Sauternes;Sauternes;9416;2;Publié;1B164L;;CNV;SUD-OUEST;Bordeaux;"5 Aquitaine - Poitou-Charentes"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;80;Bonnezeaux;177;Bonnezeaux;Bonnezeaux;15168;2;Publié;1B210L;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;86;"Coteaux de l'Aubance";183;"Coteaux de l'Aubance";"Coteaux de l'Aubance";15165;2;Publié;1B211L;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;88;"Coteaux du Layon";185;"Coteaux du Layon";"Coteaux du Layon";15146;2;Publié;1B212L;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;88;"Coteaux du Layon";186;"Coteaux du Layon Beaulieu-sur-Layon ou Beaulieu";"Coteaux du Layon Beaulieu-sur-Layon ou Beaulieu";15147;2;Publié;1B212L01;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;88;"Coteaux du Layon";188;"Coteaux du Layon Faye-d'Anjou ou Faye";"Coteaux du Layon Faye-d'Anjou ou Faye";15149;2;Publié;1B212L03;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;88;"Coteaux du Layon";187;"Coteaux du Layon premier cru Chaume";"Coteaux du Layon premier cru Chaume";15151;2;Publié;1B212L02;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;88;"Coteaux du Layon";189;"Coteaux du Layon Rablay-sur-Layon ou Rablay";"Coteaux du Layon Rablay-sur-Layon ou Rablay";15152;2;Publié;1B212L04;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;88;"Coteaux du Layon";190;"Coteaux du Layon Rochefort-sur-Loire ou Rochefort";"Coteaux du Layon Rochefort-sur-Loire ou Rochefort";15154;2;Publié;1B212L05;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;88;"Coteaux du Layon";191;"Coteaux du Layon Saint-Aubin-de-Luigné ou Saint-Aubin";"Coteaux du Layon Saint-Aubin-de-Luigné ou Saint-Aubin";15156;2;Publié;1B212L06;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;88;"Coteaux du Layon";192;"Coteaux du Layon Saint-Lambert-du-Lattay ou Saint-Lambert";"Coteaux du Layon Saint-Lambert-du-Lattay ou Saint-Lambert";15158;2;Publié;1B212L07;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;103;"Quarts de Chaume";217;"Quarts de Chaume";"Quarts de Chaume";15169;2;Publié;1B214L;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;685;"Côtes de Bordeaux";2080;"Côtes de Bordeaux Francs";"Côtes de Bordeaux Francs liquoreux";14057;2;Publié;1B106L01;;CNV;SUD-OUEST;Bordeaux;"5 Aquitaine - Poitou-Charentes"
"AOC -";"AOP -";4;"Vin de triees successives";2;Vins;VITICOLE;685;"Côtes de Bordeaux";2825;"Côtes de Bordeaux Sainte-Foy";"Côtes de Bordeaux Sainte-Foy liquoreux";14155;2;Publié;1B168L01;;CNV;SUD-OUEST;Bordeaux;"5 Aquitaine - Poitou-Charentes"
"AOC -";"AOP -";5;"Vin de paille";2;Vins;VITICOLE;127;Arbois;259;"Arbois Pupillin";"Arbois Pupillin vin de paille";12243;2;Publié;1B266L;;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";5;"Vin de paille";2;Vins;VITICOLE;127;Arbois;258;Arbois;"Arbois vin de paille";12247;2;Publié;1B265L;;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";5;"Vin de paille";2;Vins;VITICOLE;173;"Côtes du Jura";559;"Côtes du Jura";"Côtes du Jura vin de paille";12237;2;Publié;1B264L;;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";5;"Vin de paille";2;Vins;VITICOLE;187;L'Etoile;652;L'Etoile;"L'Etoile vin de paille";12548;2;Publié;1B376L;;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";5;"Vin de paille";2;Vins;VITICOLE;282;"Hermitage ou Ermitage ou l'Hermitage ou l'Ermitage";1367;"Hermitage ou Ermitage ou l'Hermitage ou l'Ermitage";"Hermitage ou Ermitage ou l'Hermitage ou l'Ermitage vin de paille";9384;2;Publié;1B541L01;;CNV;"VALLEE DU RHÔNE";Valence;"3 Sud-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;34;Gaillac;93;Gaillac;"Gaillac blanc primeur";14166;2;Publié;"1B128S 2";;CNV;TOULOUSE-PYRENEES;Gaillac;"4 Occitanie"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;34;Gaillac;93;Gaillac;"Gaillac rouge primeur";14224;2;Publié;"1R128S 2";;CNV;TOULOUSE-PYRENEES;Gaillac;"4 Occitanie"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;76;Anjou;173;Anjou;"Anjou gamay nouveau ou primeur";15053;2;Publié;1R203S01;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;82;"Cabernet d'Anjou";179;"Cabernet d'Anjou";"Cabernet d'Anjou nouveau ou primeur";15058;2;Publié;1S201D03;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;97;Muscadet;211;Muscadet;"Muscadet primeur";15222;2;Publié;"1B228 02";;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;106;"Rosé d'Anjou";220;"Rosé d'Anjou";"Rosé d'Anjou nouveau ou primeur";15060;2;Publié;1S200D03;;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;110;Saumur;224;Saumur;"Saumur primeur ou nouveau rosé";14145;2;Publié;"1S206 01";;CNV;"VAL DE LOIRE";Angers;"7 Val de Loire"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;113;Touraine;229;Touraine;"Touraine primeur rosé";9059;2;Publié;1S235S01;;CNV;"VAL DE LOIRE";Tours;"7 Val de Loire"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;113;Touraine;229;Touraine;"Touraine primeur rouge";9060;2;Publié;1R235S01;;CNV;"VAL DE LOIRE";Tours;"7 Val de Loire"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;138;Bourgogne;362;Bourgogne;"Bourgogne nouveau ou primeur";12364;2;Publié;"1B309 01";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;140;"Bourgogne aligoté";389;"Bourgogne aligoté";"Bourgogne aligoté nouveau ou primeur";9418;2;Publié;"1B322 01";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;172;"Coteaux du Lyonnais";558;"Coteaux du Lyonnais";"Coteaux du Lyonnais blanc nouveau ou primeur";6345;2;Publié;"1B349 01";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;172;"Coteaux du Lyonnais";558;"Coteaux du Lyonnais";"Coteaux du Lyonnais rosé nouveau ou primeur";6344;2;Publié;"1S349 01";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;172;"Coteaux du Lyonnais";558;"Coteaux du Lyonnais";"Coteaux du Lyonnais rouge nouveau ou primeur";6343;2;Publié;"1R349 01";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;257;Languedoc;1309;Languedoc;"Languedoc primeur ou nouveau rosé";15899;2;Publié;"1S495 01";;CNV;LANGUEDOC-ROUSSILLON;Montpellier;"4 Occitanie"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;257;Languedoc;1309;Languedoc;"Languedoc primeur ou nouveau rouge";15900;2;Publié;"1R495 01";;CNV;LANGUEDOC-ROUSSILLON;Montpellier;"4 Occitanie"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;258;"Côtes du Roussillon";1323;"Côtes du Roussillon";"Côtes du Roussillon nouveau ou primeur blanc";14713;2;Publié;"1B480S 1";;CNV;LANGUEDOC-ROUSSILLON;Narbonne;"4 Occitanie"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;258;"Côtes du Roussillon";1323;"Côtes du Roussillon";"Côtes du Roussillon nouveau ou primeur rosé";14714;2;Publié;"1S480S 1";;CNV;LANGUEDOC-ROUSSILLON;Narbonne;"4 Occitanie"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;258;"Côtes du Roussillon";1323;"Côtes du Roussillon";"Côtes du Roussillon nouveau ou primeur rouge";14715;2;Publié;"1R480S 1";;CNV;LANGUEDOC-ROUSSILLON;Narbonne;"4 Occitanie"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;275;"Côtes du Rhône";1344;"Côtes du Rhône";"Côtes du Rhône primeur ou nouveau rosé";15045;2;Publié;"1S530 01";;CNV;"VALLEE DU RHÔNE";Avignon;"3 Sud-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;275;"Côtes du Rhône";1344;"Côtes du Rhône";"Côtes du Rhône primeur ou nouveau rouge";15046;2;Publié;"1R530 01";;CNV;"VALLEE DU RHÔNE";Avignon;"3 Sud-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;278;Ventoux;1363;Ventoux;"Ventoux primeur ou nouveau blanc";8889;2;Publié;1B534S01;;CNV;"VALLEE DU RHÔNE";Avignon;"3 Sud-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;278;Ventoux;1363;Ventoux;"Ventoux primeur ou nouveau rosé";8890;2;Publié;1S534S01;;CNV;"VALLEE DU RHÔNE";Avignon;"3 Sud-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;278;Ventoux;1363;Ventoux;"Ventoux primeur ou nouveau rouge";8891;2;Publié;1R534S01;;CNV;"VALLEE DU RHÔNE";Avignon;"3 Sud-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1712;"Mâcon Azé";"Mâcon Azé blanc primeur ou nouveau";15475;2;Publié;"1B370 05";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1713;Mâcon;"Mâcon blanc primeur ou nouveau";15468;2;Publié;"1B369 01";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1714;"Mâcon Bray";"Mâcon Bray blanc primeur ou nouveau";15477;2;Publié;"1B370 79";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1715;"Mâcon Burgy";"Mâcon Burgy blanc primeur ou nouveau";15481;2;Publié;"1B370 13";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1717;"Mâcon Bussières";"Mâcon Bussières blanc primeur ou nouveau";15485;2;Publié;"1B370 15";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1719;"Mâcon Chaintré";"Mâcon Chaintré blanc primeur ou nouveau";15489;2;Publié;"1B370 17";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1720;"Mâcon Chardonnay";"Mâcon Chardonnay blanc primeur ou nouveau";15493;2;Publié;"1B370 21";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1721;"Mâcon Charnay-lès-Mâcon";"Mâcon Charnay-lès-Mâcon blanc primeur ou nouveau";15497;2;Publié;"1B370 23";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1722;"Mâcon Cruzille";"Mâcon Cruzille blanc primeur ou nouveau";15501;2;Publié;"1B370 31";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1723;"Mâcon Davayé";"Mâcon Davayé blanc primeur ou nouveau";15505;2;Publié;"1B370 33";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;2069;"Mâcon Fuissé";"Mâcon Fuissé blanc primeur ou nouveau";15509;2;Publié;"1B370 35";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1724;"Mâcon Igé";"Mâcon Igé blanc primeur ou nouveau";15511;2;Publié;"1B370 41";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1725;"Mâcon La Roche-Vineuse";"Mâcon La Roche-Vineuse blanc primeur ou nouveau";15515;2;Publié;"1B370 43";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;2070;"Mâcon Loché";"Mâcon Loché blanc primeur ou nouveau";15519;2;Publié;"1B370 47";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1726;"Mâcon Lugny";"Mâcon Lugny blanc primeur ou nouveau";15521;2;Publié;"1B370 49";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1729;"Mâcon Milly-Lamartine";"Mâcon Milly-Lamartine blanc primeur ou nouveau";15529;2;Publié;"1B370 51";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;2071;"Mâcon Montbellet";"Mâcon Montbellet blanc primeur ou nouveau";15533;2;Publié;"1B370 53";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1730;"Mâcon Péronne";"Mâcon Péronne blanc primeur ou nouveau";15535;2;Publié;"1B370 55";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1731;"Mâcon Pierreclos";"Mâcon Pierreclos blanc primeur ou nouveau";15539;2;Publié;"1B370 57";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1732;"Mâcon Prissé";"Mâcon Prissé blanc primeur ou nouveau";15543;2;Publié;"1B370 59";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1713;Mâcon;"Mâcon rosé primeur ou nouveau";15471;2;Publié;"1S371 01";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;2072;"Mâcon Solutré-Pouilly";"Mâcon Solutré-Pouilly blanc primeur ou nouveau";15553;2;Publié;"1B370 65";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;2073;"Mâcon Uchizy";"Mâcon Uchizy blanc primeur ou nouveau";15555;2;Publié;"1B370 67";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1736;"Mâcon Vergisson";"Mâcon Vergisson blanc primeur ou nouveau";15557;2;Publié;"1B370 69";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1737;"Mâcon Verzé";"Mâcon Verzé blanc primeur ou nouveau";15559;2;Publié;"1B370 71";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;1713;Mâcon;"Mâcon Villages primeur ou nouveau";15563;2;Publié;"1B370 01";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;583;Mâcon;2074;"Mâcon Vinzelles";"Mâcon Vinzelles blanc primeur ou nouveau";15565;2;Publié;"1B370 73";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1013;Grignan-les-Adhémar;2295;Grignan-les-Adhémar;"Grignan-les-Adhémar primeur ou nouveau blanc";8363;2;Publié;1B543S01;;CNV;"VALLEE DU RHÔNE";Valence;"3 Sud-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1013;Grignan-les-Adhémar;2295;Grignan-les-Adhémar;"Grignan-les-Adhémar primeur ou nouveau rosé";8364;2;Publié;1S543S01;;CNV;"VALLEE DU RHÔNE";Valence;"3 Sud-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1013;Grignan-les-Adhémar;2295;Grignan-les-Adhémar;"Grignan-les-Adhémar primeur ou nouveau rouge";8365;2;Publié;1R543S01;;CNV;"VALLEE DU RHÔNE";Valence;"3 Sud-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1027;"Coteaux Bourguignons ou Bourgogne grand ordinaire ou Bourgogne ordinaire";2338;"Coteaux Bourguignons ou Bourgogne grand ordinaire ou Bourgogne ordinaire";"Coteaux Bourguignons ou Bourgogne grand ordinaire ou Bourgogne ordinaire blanc nouveau ou primeur";12313;2;Publié;"1B320 02";;CNV;BOURGOGNE;Dijon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2488;"Beaujolais Beaujeu";"Beaujolais Beaujeu rosé nouveau ou primeur";12373;2;Publié;"1S301 02";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2488;"Beaujolais Beaujeu";"Beaujolais Beaujeu rouge nouveau ou primeur";12375;2;Publié;"1R301 02";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2489;"Beaujolais Blacé";"Beaujolais Blacé rosé nouveau ou primeur";12385;2;Publié;"1S301 04";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2489;"Beaujolais Blacé";"Beaujolais Blacé rouge nouveau ou primeur";12387;2;Publié;"1R301 04";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2490;"Beaujolais Cercié";"Beaujolais Cercié rosé nouveau ou primeur";12391;2;Publié;"1S301 06";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2490;"Beaujolais Cercié";"Beaujolais Cercié rouge nouveau ou primeur";12393;2;Publié;"1R301 06";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2491;"Beaujolais Chânes";"Beaujolais Chânes rosé nouveau ou primeur";12396;2;Publié;"1S301 08";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2491;"Beaujolais Chânes";"Beaujolais Chânes rouge nouveau ou primeur";12398;2;Publié;"1R301 08";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2492;"Beaujolais Charentay";"Beaujolais Charentay rosé nouveau ou primeur";12401;2;Publié;"1S301 10";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2492;"Beaujolais Charentay";"Beaujolais Charentay rouge nouveau ou primeur";12403;2;Publié;"1R301 10";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2493;"Beaujolais Denicé";"Beaujolais Denicé rosé nouveau ou primeur";12406;2;Publié;"1S301 16";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2493;"Beaujolais Denicé";"Beaujolais Denicé rouge nouveau ou primeur";12408;2;Publié;"1R301 16";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2494;"Beaujolais Emeringes";"Beaujolais Emeringes rosé nouveau ou primeur";12411;2;Publié;"1S301 18";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2494;"Beaujolais Emeringes";"Beaujolais Emeringes rouge nouveau ou primeur";12413;2;Publié;"1R301 18";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
"AOC -";"AOP -";6;"Vin primeur";2;Vins;VITICOLE;1032;Beaujolais;2495;"Beaujolais Jullié";"Beaujolais Jullié rosé nouveau ou primeur";12416;2;Publié;"1S301 24";;CNV;BOURGOGNE;Mâcon;"2 Centre-Est"
